bgyear,bgcitizen,bgmajor,bgmultimajor,bggender,gender,age,bgethnicity,race,bgmap2,pk1,pkpic2a,pk2,pkpic4a,pk3,pkhousemajority,pk4,pksenatemajority,pk5,pkoverride,pk6,pkpic5a,pk7,pknotnato,pk8,Q111,pk9,Q109,pk10,bgpk,gen,gen1,Q83,gen2,Q84,psc,Q85,psmm,Q86,undrgd,Q87,faculty,Q88,family,Q89,genpop,Q90,reps,Q91,dems,perception,p2,Q92_1,Q93_1,Q94_1,Q95_1,Q96_1,Q97_1,Q98_1,Q99_1,Q100_1,Q101_1,eff,ineff,exeff,eligible,midterm,vote,,volunteer,,sns,,button,,letter,,march,,money,,rally,,meeting,,part,prospect,Q114,,Q115_1,Q116,,Q117_1,Q118,,Q119_1,Q120,,Q121_1,Q122,trade,Q123_1,retro,real,aggpk,conf
Freshman/First Year,No,"Social Sciences (e.g., Psychology, Sociology, Anthropology)",,Male,1,18,Hispanic or Latino,0,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Democratic Party,0,Republican Party,1,Three quarters of the House and Senate,0,Germany,1,Poland,0,Brett Kavanaugh,1,PR systems tend to have a greater number of districts than SMD systems.,0,6,Somewhat above average,0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,0.714285714,0.722222222,8,6,4,1,9,10,7,9,8,10,7.2,5.6,8.5,Yes,Yes,No,0,No,0,No,0,Yes,1,No,0,No,0,No,0,No,0,No,0,0.111111111,3,Europe/Canada,0,5,Theresa May,1,10,each voter has a chance to rank the candidates in order of preference,1,8,6.6-8.0%,0,7,China,1,6,3,3,13,7.2
Freshman/First Year,Yes,Political Science,,Female,0,18,Asian,0,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Republican Party,1,Two thirds of the House and Senate,1,Denmark,0,Russia,1,Brett Kavanaugh,1,Voters in a PR district elect more representatives than voters in an SMD district.,1,9,Somewhat above average,0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"high, among the top 51-75th percentile",0.75,0.75,0.777777778,10,10,1,6,8,8,5,5,6,6,6.5,7,5.5,No,,No,0,No,0,Yes,1,No,0,No,0,No,0,No,0,No,0,Yes,1,0.222222222,4,Mexico,1,9,Theresa May,1,7,each voter has a chance to rank the candidates in order of preference,1,9,5.0-6.5%,0,4,China,1,8,4,4,18,7.4
Sophomore,No,"Social Sciences (e.g., Psychology, Sociology, Anthropology)",,Female,0,19,Caucasian/White,1,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Republican Party,1,Three quarters of the House and two thirds of the Senate,0,Denmark,0,Russia,1,Brett Kavanaugh,1,I do not know.,0,7,Somewhat above average,0.75,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,0.642857143,0.666666667,8,7,5,7,7,8,4,7,7,8,6.8,6.8,6.5,Yes,Yes,Yes,1,No,0,Yes,1,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,0.666666667,3,Europe/Canada,0,5,Theresa May,1,7,each voter has a chance to rank the candidates in order of preference,1,8,lower than 5.0%,1,6,China,1,3,3,4,17,5.8
Junior,Yes,"Humanities (e.g., English, History, Philosophy)",,Female,0,20,Caucasian/White,1,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Republican Party,1,Two thirds of the House and Senate,1,Germany,1,Russia,1,Brett Kavanaugh,1,I do not know.,0,9,Somewhat above average,0.75,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,0.75,0.75,8,8,4,8,10,6,3,7,6,6,6.6,7.6,5.5,No,,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,0.111111111,3,Mexico,1,8,Theresa May,1,10,each voter has a chance to rank the candidates in order of preference,1,6,lower than 5.0%,1,6,Canada,0,6,4,4,20,7.2
Junior,No,Business,,Male,1,22,Caucasian/White,1,Elected a Democrat to the U.S. Senate,0,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Republican Party,1,Majority of the House and Senate,0,Germany,1,Russia,1,Brett Kavanaugh,1,I do not know.,0,7,Far above average,1,"very high, in the top 76th percent or higher",1,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"very high, in the top 76th percent or higher",1,"low, in the bottom 26-50th percentile",0.5,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,0.857142857,0.888888889,10,9,2,8,9,9,7,8,10,7,7.9,7.6,8,Yes,Yes,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Yes,1,0.222222222,4,Mexico,1,6,Theresa May,1,10,each voter has a chance to rank the candidates in order of preference,1,10,lower than 5.0%,1,10,China,1,9,5,5,18,9
Freshman/First Year,Yes,"Humanities (e.g., English, History, Philosophy)",,Female,0,18,Caucasian/White,1,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Republican Party,1,Two thirds of the House and Senate,1,Germany,1,Russia,1,Brett Kavanaugh,1,Voters in a PR district elect more representatives than voters in an SMD district.,1,10,Somewhat above average,0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,0.714285714,0.722222222,7,7,6,6,6,6,6,6,6,6,6.2,6.4,6,Yes,Yes,No,0,Yes,1,No,0,No,0,Yes,1,Yes,1,No,0,No,0,No,0,0.333333333,3,Mexico,1,7,Gordon Brown,0,1,each voter votes for parties instead of for individual candidates,0,5,lower than 5.0%,1,7,China,1,6,2,3,22,5.2
Sophomore,Yes,Political Science,,Female,0,19,"African American/Black,Hispanic or Latino",0,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Republican Party,1,Two thirds of the House and Senate,1,Argentina,0,Russia,1,Brett Kavanaugh,1,I do not know.,0,8,Somewhat above average,0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,"very high, in the top 76th percent or higher",1,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,0.678571429,0.666666667,6,6,7,5,5,6,4,5,5,6,5.5,5.8,5,Yes,Yes,No,0,No,0,No,0,Yes,1,No,0,No,0,No,0,No,0,No,0,0.111111111,3,Mexico,1,5,Jeremy Corbyn,0,3,each voter has a chance to rank the candidates in order of preference,1,4,lower than 5.0%,1,7,China,1,8,2,4,17,5.4
Freshman/First Year,Yes,Political Science,,Female,0,18,Caucasian/White,1,Passed gun control ballot measures,0,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Republican Party,1,Three quarters of the House and Senate,0,Denmark,0,Canada,0,Brett Kavanaugh,1,PR systems tend to have a greater number of districts than SMD systems.,0,5,Far above average,1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,1,1,5,6,5,5,5,5,5,5,5,5,5.1,5.2,5,Yes,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,1,3,South/East Asia,0,5,Theresa May,1,5,each voter has a chance to rank the candidates in order of preference,1,5,lower than 5.0%,1,5,Canada,0,5,3,3,13,5
Freshman/First Year,Yes,Political Science,,Male,1,18,Caucasian/White,1,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Republican Party,1,Two thirds of the House and Senate,1,Germany,1,Russia,1,Brett Kavanaugh,1,I do not know.,0,9,Far above average,1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"high, among the top 51-75th percentile",0.75,"very high, in the top 76th percent or higher",1,"high, among the top 51-75th percentile",0.75,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,0.928571429,0.944444444,10,10,0,2,10,0,0,0,0,1,3.3,6.4,0.25,Yes,Yes,Yes,1,Yes,1,Yes,1,No,0,No,0,Yes,1,No,0,Yes,1,Yes,1,0.666666667,5,Europe/Canada,0,8,Theresa May,1,10,each voter has a chance to rank the candidates in order of preference,1,8,5.0-6.5%,0,4,China,1,7,4,3,21,7.4
Freshman/First Year,Yes,"Natural Sciences (e.g., Chemistry, Biology, Physics)",,Female,0,18,Caucasian/White,1,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Republican Party,1,Two thirds of the House and Senate,1,Germany,1,Russia,1,Brett Kavanaugh,1,Voters in a PR district elect more representatives than voters in an SMD district.,1,10,Far above average,1,"very high, in the top 76th percent or higher",1,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"very high, in the top 76th percent or higher",1,"high, among the top 51-75th percentile",0.75,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,0.892857143,0.916666667,10,10,2,8,10,10,6,7,10,10,8.3,8,8.25,Yes,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,0.888888889,5,Europe/Canada,0,5,Theresa May,1,10,each voter has a chance to rank the candidates in order of preference,1,10,lower than 5.0%,1,10,China,1,8,4,4,22,8.6
Freshman/First Year,Yes,I have more than one major,"Political Science,Social Sciences (e.g., Psychology, Sociology, Anthropology)",Male,1,18,Caucasian/White,1,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Republican Party,1,Two thirds of the House and Senate,1,Germany,1,Russia,1,Brett Kavanaugh,1,SMD systems tend to have greater magnitude than PR systems do at the national level.,0,9,Far above average,1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,1,1,10,10,2,10,10,10,3,3,5,4,6.7,8.4,3.75,Yes,Yes,No,0,Yes,1,No,0,Yes,1,Yes,1,No,0,No,0,Yes,1,Yes,1,0.555555556,5,Mexico,1,10,Theresa May,1,10,each voter has a chance to rank the candidates in order of preference,1,6,lower than 5.0%,1,10,China,1,10,4,5,23,9.2
Sophomore,Yes,Political Science,,Male,1,18,Caucasian/White,1,Had the highest sales tax rates,0,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Republican Party,1,Three quarters of the House and two thirds of the Senate,0,Germany,1,Russia,1,Brett Kavanaugh,1,I do not know.,0,7,Somewhat above average,0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,0.714285714,0.722222222,6,5,2,5,7,2,2,1,2,2,3.4,5,1.75,Yes,No,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,0.111111111,3,South/East Asia,0,3,Theresa May,1,1,each voter has a chance to rank the candidates in order of preference,1,8,5.0-6.5%,0,7,China,1,10,3,3,17,5.8
Senior,Yes,Business,,Female,0,21,Caucasian/White,1,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Republican Party,1,Three quarters of the House and two thirds of the Senate,0,Germany,1,Russia,1,Brett Kavanaugh,1,Voters in a PR district elect more representatives than voters in an SMD district.,1,9,Somewhat below average,0.5,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"very high, in the top 76th percent or higher",1,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,0.714285714,0.694444444,7,7,3,10,10,10,5,9,9,10,8,7.4,8.25,No,,No,0,Yes,1,No,0,No,0,No,0,Yes,1,No,0,Yes,1,Yes,1,0.444444444,1,Mexico,1,6,Theresa May,1,4,each voter votes for parties instead of for individual candidates,0,5,6.6-8.0%,0,3,China,1,4,1,3,18,4.4
Freshman/First Year,Yes,I have more than one major,"Political Science,Natural Sciences (e.g., Chemistry, Biology, Physics)",Female,0,18,Caucasian/White,1,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Republican Party,1,Two thirds of the House and three quarters of the Senate,0,Denmark,0,Russia,1,Neil Gorsuch,0,"PR districts elect their district representatives directly, whereas SMD districts elect their representatives indirectly.",0,6,Somewhat below average,0.5,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,0.535714286,0.555555556,3,5,6,0,4,7,5,7,7,8,5.2,3.6,6.75,Yes,No,No,0,No,0,No,0,No,0,Yes,1,No,0,No,0,No,0,Yes,1,0.222222222,2,South/East Asia,0,3,Theresa May,1,0,each voter votes for parties instead of for individual candidates,0,1,5.0-6.5%,0,1,China,1,2,1,2,12,1.4
Sophomore,Yes,I have more than one major,"Social Sciences (e.g., Psychology, Sociology, Anthropology),Humanities (e.g., English, History, Philosophy)",Female,0,19,Caucasian/White,1,Trump won in the election,1,Kirsten Gillibrand,0,Chief Justice of the Supreme Court,0,Republican Party,1,Republican Party,1,Three quarters of the House and two thirds of the Senate,0,Germany,1,Russia,1,Brett Kavanaugh,1,I do not know.,0,6,Somewhat above average,0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"very high, in the top 76th percent or higher",1,"low, in the bottom 26-50th percentile",0.5,"very high, in the top 76th percent or higher",1,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,0.75,0.75,6,7,3,7,6,8,8,6,7,8,6.6,5.8,7.25,Yes,Yes,Yes,1,No,0,No,0,Yes,1,No,0,No,0,No,0,No,0,No,0,0.222222222,3,Mexico,1,7,Theresa May,1,2,each voter votes for parties instead of for individual candidates,0,3,lower than 5.0%,1,5,China,1,8,2,4,13,5
Sophomore,Yes,Political Science,,Female,0,19,Caucasian/White,1,Trump won in the election,1,Kirsten Gillibrand,0,Secretary of State,0,Republican Party,1,Republican Party,1,Three quarters of the House and two thirds of the Senate,0,Denmark,0,Canada,0,Brett Kavanaugh,1,I do not know.,0,4,Somewhat above average,0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"very high, in the top 76th percent or higher",1,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"very high, in the top 76th percent or higher",1,0.785714286,0.805555556,7,7,6,8,9,6,8,4,4,4,6.3,7.4,5,Yes,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,No,0,0.777777778,4,Mexico,1,6,Theresa May,1,5,each voter votes for parties instead of for individual candidates,0,3,lower than 5.0%,1,2,China,1,3,4,4,13,3.8
Freshman/First Year,Yes,Political Science,,Female,0,18,Caucasian/White,1,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Republican Party,1,Two thirds of the House and Senate,1,Germany,1,Russia,1,Brett Kavanaugh,1,I do not know.,0,9,Somewhat above average,0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"very low, in the bottom 25th percentile",0.25,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,0.678571429,0.694444444,3,10,1,6,4,10,0,10,5,6,5.5,4.8,5.25,Yes,Yes,Yes,1,No,0,No,0,Yes,1,No,0,No,0,No,0,No,0,No,0,0.222222222,2,Mexico,1,5,Theresa May,1,10,each voter has a chance to rank the candidates in order of preference,1,7,lower than 5.0%,1,8,Canada,0,7,4,4,21,7.4
Senior,Yes,I have more than one major,"Humanities (e.g., English, History, Philosophy),Education",Male,1,21,Caucasian/White,1,Trump won in the election,1,Kirsten Gillibrand,0,Speaker of the House,1,Republican Party,1,Republican Party,1,Two thirds of the House and Senate,1,Germany,1,Russia,1,Brett Kavanaugh,1,I do not know.,0,8,Far above average,1,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"very high, in the top 76th percent or higher",1,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"very high, in the top 76th percent or higher",1,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,0.821428571,0.805555556,2,7,2,5,7,5,3,6,2,2,4.1,4.6,3.25,Yes,Yes,Yes,1,No,0,No,0,No,0,Yes,1,Yes,1,No,0,No,0,Yes,1,0.444444444,3,Europe/Canada,0,7,Theresa May,1,10,each voter has a chance to rank the candidates in order of preference,1,8,lower than 5.0%,1,6,China,1,6,5,4,18,7.4
Freshman/First Year,Yes,Political Science,,Male,1,18,Caucasian/White,1,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Republican Party,1,Two thirds of the House and three quarters of the Senate,0,Germany,1,Russia,1,Brett Kavanaugh,1,PR systems tend to have a greater number of districts than SMD systems.,0,8,Somewhat above average,0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,0.821428571,0.861111111,8,8,3,8,9,9,7,8,9,10,7.9,7.2,8.5,Yes,Yes,Yes,1,No,0,Yes,1,No,0,No,0,No,0,No,0,Yes,1,Yes,1,0.444444444,4,South/East Asia,0,7,Theresa May,1,10,each voter has a chance to rank the candidates in order of preference,1,3,lower than 5.0%,1,9,China,1,10,4,4,19,7.8
Freshman/First Year,Yes,Political Science,,Male,1,18,Caucasian/White,1,Had the highest sales tax rates,0,Barbara Boxer,0,Speaker of the House,1,Republican Party,1,Republican Party,1,Three quarters of the House and two thirds of the Senate,0,Denmark,0,Russia,1,Brett Kavanaugh,1,PR systems tend to have a greater number of districts than SMD systems.,0,5,Somewhat above average,0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"high, among the top 51-75th percentile",0.75,"very high, in the top 76th percent or higher",1,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,0.857142857,0.833333333,7,8,2,7,8,10,6,8,10,8,7.4,6.4,8,Yes,Yes,Yes,1,No,0,Yes,1,Yes,1,No,0,No,0,No,0,No,0,Yes,1,0.444444444,3,Mexico,1,6,Theresa May,1,10,each voter has a chance to rank the candidates in order of preference,1,8,lower than 5.0%,1,9,China,1,5,2,5,15,7.6
Sophomore,Yes,Agriculture,,Female,0,19,Caucasian/White,1,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Republican Party,1,Majority of the House and Senate,0,Germany,1,Poland,0,Brett Kavanaugh,1,I do not know.,0,7,Somewhat above average,0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"very low, in the bottom 25th percentile",0.25,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"high, among the top 51-75th percentile",0.75,0.714285714,0.75,7,8,3,9,7,8,4,6,7,6,6.5,6.8,5.75,Yes,Yes,Yes,1,Yes,1,Yes,1,No,0,No,0,Yes,1,No,0,No,0,No,0,0.444444444,3,Other Latin America,0,7,Theresa May,1,10,each voter has a chance to rank the candidates in order of preference,1,7,lower than 5.0%,1,10,China,1,8,5,4,14,8.4
Freshman/First Year,Yes,Political Science,,Male,1,18,Asian,0,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Republican Party,1,Two thirds of the House and Senate,1,Germany,1,Russia,1,Brett Kavanaugh,1,I do not know.,0,9,Somewhat above average,0.75,"very high, in the top 76th percent or higher",1,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"very high, in the top 76th percent or higher",1,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"high, among the top 51-75th percentile",0.75,0.821428571,0.833333333,9,9,1,8,4,7,5,8,8,6,6.5,6.2,6.75,Yes,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,No,0,0.777777778,5,Mexico,1,7,Theresa May,1,10,each voter has a chance to rank the candidates in order of preference,1,6,lower than 5.0%,1,10,China,1,9,4,5,23,8.4
Freshman/First Year,Yes,Political Science,,Female,0,18,Caucasian/White,1,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Republican Party,1,Two thirds of the House and Senate,1,Germany,1,Russia,1,Brett Kavanaugh,1,I do not know.,0,9,Somewhat above average,0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,0.785714286,0.777777778,10,10,3,6,10,9,7,6,8,9,7.8,7.8,7.5,Yes,Yes,No,0,No,0,Yes,1,Yes,1,Yes,1,Yes,1,No,0,No,0,No,0,0.444444444,4,Europe/Canada,0,5,Theresa May,1,7,each voter has a chance to rank the candidates in order of preference,1,6,lower than 5.0%,1,7,China,1,6,3,4,22,6.2
Freshman/First Year,Yes,Political Science,,Female,0,18,Caucasian/White,1,Trump won in the election,1,Barbara Boxer,0,Speaker of the House,1,Republican Party,1,Republican Party,1,Two thirds of the House and Senate,1,Chile,0,Russia,1,Brett Kavanaugh,1,Voters in a PR district elect more representatives than voters in an SMD district.,1,8,Somewhat above average,0.75,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,"very high, in the top 76th percent or higher",1,"very low, in the bottom 25th percentile",0.25,"high, among the top 51-75th percentile",0.75,"very high, in the top 76th percent or higher",1,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,0.678571429,0.694444444,3,7,4,9,9,10,5,5,5,7,6.4,6.4,5.5,Yes,No,No,0,Yes,1,No,0,No,0,Yes,1,Yes,1,No,0,Yes,1,Yes,1,0.555555556,3,Europe/Canada,0,6,Theresa May,1,9,each voter votes for parties instead of for individual candidates,0,5,lower than 5.0%,1,8,China,1,9,5,3,13,7.4
Freshman/First Year,Yes,Political Science,,Female,0,18,Caucasian/White,1,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Democratic Party,0,Three quarters of the House and two thirds of the Senate,0,Germany,1,Poland,0,Brett Kavanaugh,1,Voters in a PR district elect more representatives than voters in an SMD district.,1,7,Somewhat above average,0.75,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,0.678571429,0.694444444,7,7,7,6,8,7,4,4,8,6,6.4,7,5.5,Yes,Yes,Yes,1,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,Yes,1,0.333333333,3,Europe/Canada,0,5,Tony Blair,0,3,each voter has a chance to rank the candidates in order of preference,1,2,6.6-8.0%,0,4,China,1,6,2,2,15,4
Sophomore,Yes,Engineering,,Female,0,19,Caucasian/White,1,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Republican Party,1,Two thirds of the House and Senate,1,Denmark,0,Canada,0,Brett Kavanaugh,1,Voters in a PR district elect more representatives than voters in an SMD district.,1,8,Somewhat above average,0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,0.714285714,0.722222222,5,5,5,5,5,9,2,4,7,7,5.4,5,5,Yes,Yes,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,0.111111111,3,Europe/Canada,0,8,Jeremy Corbyn,0,5,each voter votes for parties instead of for individual candidates,0,5,6.6-8.0%,0,5,China,1,8,3,1,16,6.2
