,psraid,sample,int_date,lang,state,cregion,density,usr,pew1,pk1,pew2,pk2,pew3,pk3,pew4,pk4,pew5,pk5,pew6,pk6,pew8,pk8,pew9,pk9,pew10,pk10,pew11,pk11,pkscore,ql1,ql1a,qc1,hh1,employ,marital,par,sex,age,recage,educ2,receduc,hisp,race,racethn,inc,reg,party,partyln,weight
582,200898,Cell,62417,English,Florida,South,4,Urban,Rex Tillerson,1,Emmanuel Macron,1,a Supreme Court justice,1,James Comey,0,Lead,1,[VOL. DO NOT READ] Don't know,0,Greece,0,Mosquitoes,1,Paul Ryan,1,12%,0,6,NA,NA,"No, no home telephone",3,Employed full-time,Married,Yes,Male,37,35-44,Two year associate degree from a college or university,Some coll/Assoc degree,No,White,White~Hisp,"$50,000 to under $75,000",Are you NOT registered to vote at your current address,Republican,NA,7.333333333
583,200900,Cell,62317,English,North Carolina,South,2,Rural,Rex Tillerson,1,Justin Trudeau,0,a Supreme Court justice,1,Robert Mueller,1,Lead,1,[VOL. DO NOT READ] Don't know,0,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,7%,0,7,NA,NA,"No, no home telephone",3,Not employed,Widowed,No,Male,65,65+,High school graduate (Grade 12 with diploma or GED certificate),HS Grad or less,No,White,White~Hisp,"$10,000 to under $20,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Republican,NA,3.80952381
584,200912,Cell,62217,English,Pennsylvania,Northeast,3,Suburban,Rex Tillerson,1,Malcolm Turnbull,0,the head of the EPA,0,Robert Mueller,1,Lead,1,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,4%,1,8,NA,NA,"Yes, has a home telephone",3,Employed full-time,Never been married,No,Female,24,18-24,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Coll+,No,White,White~Hisp,"$20,000 to under $30,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Independent,Democratic,4.095238095
585,200918,Cell,62417,English,New Jersey,Northeast,Highest,Suburban,Mitt Romney,0,Emmanuel Macron,1,the head of the EPA,0,James Comey,0,Lead,1,The Blue Dogs,0,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,17%,0,5,NA,NA,"Yes, has a home telephone",4,Employed part-time,Living with a partner,Yes,Male,19,18-24,High school graduate (Grade 12 with diploma or GED certificate),HS Grad or less,Yes,Black or African-American,Hispanic,"$10,000 to under $20,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Independent,Democratic,4.428571429
586,200930,Cell,62217,English,Ohio,Midwest,4,Suburban,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,Sally Yates,0,Lead,1,[VOL. DO NOT READ] Don't know,0,The United Kingdom,1,Mosquitoes,1,Nancy Pelosi,0,7%,0,3,NA,NA,"No, no home telephone",1,Employed full-time,Never been married,Yes,Female,36,35-44,Two year associate degree from a college or university,Some coll/Assoc degree,No,Black or African-American,AA~Hisp,"$20,000 to under $30,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,No preference (VOL.),Democratic,11.19047619
587,200931,Cell,62517,English,Ohio,Midwest,Highest,Urban,Rex Tillerson,1,Justin Trudeau,0,a Senator,0,Robert Mueller,1,Arsenic,0,The Lincoln Group,0,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,4%,1,6,NA,NA,"No, no home telephone",1,Not employed,Divorced,No,Female,65,65+,High school graduate (Grade 12 with diploma or GED certificate),HS Grad or less,No,White,White~Hisp,"$10,000 to under $20,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Independent,Democratic,4.952380952
588,200934,Cell,62517,English,Pennsylvania,Northeast,2,Suburban,Rex Tillerson,1,Emmanuel Macron,1,a Supreme Court justice,1,Robert Mueller,1,Lead,1,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,4%,1,10,NA,NA,"Yes, has a home telephone",4,Employed full-time,Married,No,Male,56,55-64,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Coll+,No,White,White~Hisp,"$75,000 to under $100,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Republican,NA,2.571428571
589,200939,Cell,62217,English,Delaware,South,4,Suburban,Rex Tillerson,1,Emmanuel Macron,1,a Senator,0,Robert Mueller,1,Lead,1,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,7%,0,8,NA,NA,"Yes, has a home telephone",4,Employed part-time,Married,Yes,Male,32,25-34,High school graduate (Grade 12 with diploma or GED certificate),HS Grad or less,Yes,Black or African-American,Hispanic,"$40,000 to under $50,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,No preference (VOL.),Other/Don't know/Refused (VOL.),2.761904762
590,200950,Cell,62217,English,Texas,South,3,Urban,Rex Tillerson,1,Emmanuel Macron,1,a Supreme Court justice,1,Robert Mueller,1,Lead,1,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,12%,0,9,NA,NA,"No, no home telephone",1,Employed full-time,Separated,No,Male,21,18-24,High school graduate (Grade 12 with diploma or GED certificate),HS Grad or less,No,White,White~Hisp,"$20,000 to under $30,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Republican,NA,5.523809524
591,200989,Cell,62417,English,North Carolina,South,2,Rural,Rex Tillerson,1,Emmanuel Macron,1,a Supreme Court justice,1,Robert Mueller,1,Lead,1,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,4%,1,10,NA,NA,"Yes, has a home telephone",2,Employed full-time,Married,No,Female,57,55-64,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Coll+,No,White,White~Hisp,"$50,000 to under $75,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Republican,NA,2.19047619
592,200994,Cell,62317,Spanish,New York,Northeast,Highest,Urban,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,Germany,0,Mosquitoes,1,[VOL. DO NOT READ] Don't know,0,12%,0,1,NA,NA,"No, no home telephone",2,Employed full-time,Separated,Yes,Female,42,35-44,High school graduate (Grade 12 with diploma or GED certificate),HS Grad or less,Yes,Other (SPECIFY),Hispanic,"Less than $10,000",Are you NOT registered to vote at your current address,Democrat,NA,11.19047619
593,201001,Cell,62217,English,Florida,South,2,Suburban,Mitt Romney,0,Emmanuel Macron,1,a Supreme Court justice,1,Robert Mueller,1,Lead,1,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,12%,0,8,NA,NA,"No, no home telephone",2,Employed full-time,Married,Yes,Male,26,25-34,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Coll+,No,White,White~Hisp,"$50,000 to under $75,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Republican,NA,5.238095238
594,201024,Cell,62217,English,Illinois,Midwest,Highest,Suburban,Rex Tillerson,1,Emmanuel Macron,1,a Supreme Court justice,1,Robert Mueller,1,Lead,1,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,4%,1,10,NA,NA,"Yes, has a home telephone",2,Employed full-time,Married,No,Female,40,35-44,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Coll+,No,White,White~Hisp,"$150,000 or over",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Independent,Democratic,4.952380952
595,201038,Cell,62217,English,Texas,South,4,Urban,[VOL. DO NOT READ] Don't know,0,Emmanuel Macron,1,a Senator,0,Robert Mueller,1,Lead,1,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,17%,0,7,NA,NA,"Yes, has a home telephone",2,Not employed,Married,Yes,Female,28,25-34,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Coll+,No,Asian or Pacific Islander,Other~Hisp,"$40,000 to under $50,000",Are you NOT registered to vote at your current address,Democrat,NA,2.761904762
596,201046,Cell,62417,English,Maryland,South,4,Suburban,Mitt Romney,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,James Comey,0,Lead,1,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,[VOL. DO NOT READ] Don't know,0,4%,1,5,NA,NA,"No, no home telephone",2,Not employed,Never been married,Yes,Female,26,25-34,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Coll+,No,Black or African-American,AA~Hisp,"$50,000 to under $75,000",Are you NOT registered to vote at your current address,Democrat,NA,8.428571429
597,201072,Cell,62217,English,Wisconsin,Midwest,3,Suburban,Rex Tillerson,1,Malcolm Turnbull,0,a Supreme Court justice,1,Robert Mueller,1,Lead,1,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,7%,0,8,NA,NA,"No, no home telephone",2,Employed full-time,Married,No,Female,58,55-64,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Coll+,No,White,White~Hisp,"$100,000 to under $150,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Republican,NA,6.142857143
598,201075,Cell,62217,English,Arizona,West,3,Urban,Rex Tillerson,1,Emmanuel Macron,1,a Supreme Court justice,1,Robert Mueller,1,Lead,1,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,4%,1,10,NA,NA,"Yes, has a home telephone",2,Don't know/Refused (VOL.),Don't know/Refused (VOL.),No,Male,63,55-64,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Coll+,No,White,White~Hisp,Don't know/Refused (VOL.),Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Democrat,NA,2.571428571
599,201083,Cell,62217,English,Florida,South,3,Suburban,Rex Tillerson,1,Emmanuel Macron,1,a Senator,0,James Comey,0,Lead,1,The Blue Dogs,0,Greece,0,Mosquitoes,1,Paul Ryan,1,7%,0,5,NA,NA,"No, no home telephone",1,Not employed,Widowed,No,Male,65,65+,"Some college, no degree (includes some community college)",Some coll/Assoc degree,No,White,White~Hisp,"Less than $10,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Republican,NA,4.047619048
600,201092,Cell,62217,English,Montana,West,Lowest,Urban,Rex Tillerson,1,Emmanuel Macron,1,a Supreme Court justice,1,Robert Mueller,1,Lead,1,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,12%,0,9,NA,NA,"No, no home telephone",2,Employed full-time,Married,Yes,Male,66,65+,Two year associate degree from a college or university,Some coll/Assoc degree,No,White,White~Hisp,"$30,000 to under $40,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Independent,Democratic,3.666666667
601,201122,Cell,62217,English,Montana,West,Lowest,Rural,John Kerry,0,Theresa May,0,a Supreme Court justice,1,Robert Mueller,1,Lead,1,The Freedom Caucus,1,Greece,0,Mosquitoes,1,Paul Ryan,1,12%,0,6,NA,NA,"No, no home telephone",2,Employed part-time,Married,No,Female,27,25-34,Two year associate degree from a college or university,Some coll/Assoc degree,No,White,White~Hisp,"$50,000 to under $75,000",Are you NOT registered to vote at your current address,Independent,Republican,11.19047619
602,201152,Cell,62217,English,Illinois,Midwest,Lowest,Rural,Mitt Romney,0,Malcolm Turnbull,0,the head of the EPA,0,Sean Spicer,0,Arsenic,0,The Freedom Caucus,1,Greece,0,Contaminated water,0,Nancy Pelosi,0,17%,0,1,NA,NA,"Yes, has a home telephone",2,Employed full-time,Never been married,No,Female,21,18-24,"Some college, no degree (includes some community college)",Some coll/Assoc degree,Yes,White,Hispanic,"$30,000 to under $40,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Republican,NA,4.476190476
603,201154,Cell,62217,English,Wisconsin,Midwest,Lowest,Rural,Scott Pruitt,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,Arsenic,0,The Freedom Caucus,1,Germany,0,Mosquitoes,1,[VOL. DO NOT READ] Don't know,0,7%,0,2,NA,NA,"No, no home telephone",1,Employed full-time,Divorced,Yes,Male,43,35-44,High school graduate (Grade 12 with diploma or GED certificate),HS Grad or less,No,White,White~Hisp,"$75,000 to under $100,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Independent,Republican,5.857142857
604,201156,Cell,62517,English,Texas,South,2,Suburban,Rex Tillerson,1,Emmanuel Macron,1,a Supreme Court justice,1,Robert Mueller,1,Arsenic,0,[VOL. DO NOT READ] Don't know,0,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,7%,0,7,NA,NA,"No, no home telephone",2,Employed part-time,Married,Yes,Male,66,65+,"Some postgraduate or professional schooling, no postgraduate degree",Coll+,No,White,White~Hisp,Don't know/Refused (VOL.),Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Republican,NA,1.904761905
605,201165,Cell,62217,English,South Dakota,Midwest,2,Urban,John Kerry,0,Theresa May,0,a Supreme Court justice,1,Sean Spicer,0,Lead,1,The Blue Dogs,0,Germany,0,Mosquitoes,1,Nancy Pelosi,0,4%,1,4,NA,NA,"Yes, has a home telephone",1,Employed part-time,Divorced,No,Male,85,65+,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),HS Grad or less,No,White,White~Hisp,"$10,000 to under $20,000","Are you PROBABLY registered, but there is a chance your registration has lapsed",Republican,NA,1.952380952
606,201169,Cell,62217,English,Missouri,Midwest,2,Urban,John Kerry,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,Nancy Pelosi,0,[VOL. DO NOT READ] Don't know,0,0,NA,NA,"No, no home telephone",1,Employed full-time,Divorced,Yes,Female,37,35-44,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Coll+,No,White,White~Hisp,"$20,000 to under $30,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Republican,NA,10.28571429
607,201172,Cell,62517,English,Louisiana,South,4,Suburban,John Kerry,0,Justin Trudeau,0,a Supreme Court justice,1,James Comey,0,Mold,0,The Blue Dogs,0,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,4%,1,5,NA,NA,"No, no home telephone",2,Employed part-time,Never been married,No,Male,28,25-34,High school graduate (Grade 12 with diploma or GED certificate),HS Grad or less,No,Black or African-American,AA~Hisp,"$30,000 to under $40,000",Are you NOT registered to vote at your current address,Democrat,NA,11
608,201174,Cell,62217,English,Wisconsin,Midwest,2,Rural,Mitt Romney,0,Malcolm Turnbull,0,a Supreme Court justice,1,James Comey,0,Lead,1,The Tuesday Group,0,Greece,0,Mosquitoes,1,Jason Chaffetz,0,4%,1,4,NA,NA,"No, no home telephone",1,Employed full-time,Married,No,Female,51,45-54,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Coll+,No,White,White~Hisp,"$75,000 to under $100,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Democrat,NA,7.095238095
609,201180,Cell,62417,English,Tennessee,South,2,Suburban,John Kerry,0,[VOL. DO NOT READ] Don't know,0,a Supreme Court justice,1,Robert Mueller,1,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,Mosquitoes,1,Paul Ryan,1,7%,0,4,NA,NA,"No, no home telephone",1,Employed full-time,Never been married,No,Male,19,18-24,"Some college, no degree (includes some community college)",Some coll/Assoc degree,No,White,White~Hisp,"$30,000 to under $40,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Republican,NA,10.61904762
610,201187,Cell,62217,English,Missouri,Midwest,Highest,Urban,Mitt Romney,0,Malcolm Turnbull,0,the head of the EPA,0,Sean Spicer,0,Arsenic,0,The Freedom Caucus,1,Greece,0,Mosquitoes,1,Paul Ryan,1,4%,1,4,NA,NA,"Yes, has a home telephone",2,Employed full-time,Married,Yes,Female,50,45-54,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Coll+,No,White,White~Hisp,"$40,000 to under $50,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Independent,Democratic,2.476190476
611,201189,Cell,62217,English,Oklahoma,South,Lowest,Suburban,Scott Pruitt,0,Emmanuel Macron,1,a Supreme Court justice,1,Robert Mueller,1,Lead,1,The Freedom Caucus,1,Greece,0,Mosquitoes,1,Paul Ryan,1,4%,1,8,NA,NA,"No, no home telephone",2,Not employed,Widowed,No,Male,53,45-54,High school graduate (Grade 12 with diploma or GED certificate),HS Grad or less,No,White,White~Hisp,"Less than $10,000",Are you NOT registered to vote at your current address,Independent,Republican,6
612,201199,Cell,62417,Spanish,Texas,South,Lowest,Rural,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,the Solicitor General,0,[VOL. DO NOT READ] Don't know,0,Lead,1,[VOL. DO NOT READ] Don't know,0,The United Kingdom,1,Contaminated water,0,[VOL. DO NOT READ] Don't know,0,4%,1,3,NA,NA,"No, no home telephone",1,Not employed,Married,No,Male,78,65+,Less than high school (Grades 1-8 or no formal schooling),HS Grad or less,Yes,Black or African-American,Hispanic,"Less than $10,000",Are you NOT registered to vote at your current address,Democrat,NA,2.619047619
613,201207,Cell,62217,English,Nebraska,Midwest,Lowest,Rural,Rex Tillerson,1,Justin Trudeau,0,a Supreme Court justice,1,Robert Mueller,1,Lead,1,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,4%,1,9,NA,NA,"No, no home telephone",2,Employed full-time,Married,Yes,Male,48,45-54,High school graduate (Grade 12 with diploma or GED certificate),HS Grad or less,No,White,White~Hisp,"$50,000 to under $75,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Independent,Republican,8.80952381
614,201227,Cell,62217,English,Wisconsin,Midwest,2,Urban,Rex Tillerson,1,[VOL. DO NOT READ] Don't know,0,a Supreme Court justice,1,Robert Mueller,1,Lead,1,[VOL. DO NOT READ] Don't know,0,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,4%,1,8,NA,NA,"Yes, has a home telephone",2,Employed full-time,Never been married,No,Female,Refused (VOL.),DK/Ref,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Coll+,No,White,White~Hisp,"$50,000 to under $75,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Democrat,NA,1.666666667
615,201237,Cell,62217,English,Utah,West,Lowest,Suburban,Scott Pruitt,0,Malcolm Turnbull,0,[VOL. DO NOT READ] Don't know,0,James Comey,0,Lead,1,[VOL. DO NOT READ] Don't know,0,Greece,0,Mosquitoes,1,Paul Ryan,1,7%,0,3,NA,NA,"No, no home telephone",2,Not employed,Married,Yes,Female,26,25-34,"Some college, no degree (includes some community college)",Some coll/Assoc degree,No,White,White~Hisp,"$50,000 to under $75,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Independent,Republican,11.19047619
616,201250,Cell,62217,English,California,West,Lowest,Suburban,Mitt Romney,0,Theresa May,0,a Senator,0,Robert Mueller,1,Lead,1,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Nancy Pelosi,0,12%,0,5,NA,NA,"No, no home telephone",3,Employed part-time,Never been married,No,Female,19,18-24,"Some college, no degree (includes some community college)",Some coll/Assoc degree,No,White,White~Hisp,"$40,000 to under $50,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Republican,NA,9.952380952
617,201262,Cell,62217,English,California,West,Lowest,Suburban,Rex Tillerson,1,Emmanuel Macron,1,a Supreme Court justice,1,Robert Mueller,1,Lead,1,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,4%,1,10,NA,NA,"Yes, has a home telephone",2,Employed full-time,Living with a partner,No,Male,70,65+,"Some college, no degree (includes some community college)",Some coll/Assoc degree,No,White,White~Hisp,"$10,000 to under $20,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Democrat,NA,2.619047619
618,201266,Cell,62217,English,Washington,West,2,Suburban,Rex Tillerson,1,Emmanuel Macron,1,a Supreme Court justice,1,Robert Mueller,1,Lead,1,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,4%,1,10,NA,NA,"No, no home telephone",2,Employed full-time,Divorced,No,Male,63,55-64,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Coll+,No,White,White~Hisp,"$50,000 to under $75,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Republican,NA,4.761904762
619,201281,Cell,62217,English,California,West,4,Suburban,Rex Tillerson,1,Emmanuel Macron,1,a Supreme Court justice,1,Robert Mueller,1,Lead,1,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,4%,1,10,NA,NA,"No, no home telephone",2,Employed full-time,Married,No,Male,31,25-34,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Coll+,No,White,White~Hisp,"$150,000 or over",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Independent,Democratic,4.904761905
620,201288,Cell,62217,English,California,West,Lowest,Suburban,Rex Tillerson,1,Theresa May,0,a Supreme Court justice,1,James Comey,0,Arsenic,0,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,4%,1,7,NA,NA,"Yes, has a home telephone",2,Not employed,Married,No,Male,66,65+,"Some college, no degree (includes some community college)",Some coll/Assoc degree,No,White,White~Hisp,"$40,000 to under $50,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Republican,NA,1.476190476
621,201297,Cell,62217,English,Washington,West,3,Suburban,Rex Tillerson,1,Emmanuel Macron,1,the head of the EPA,0,James Comey,0,Lead,1,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,7%,0,7,NA,NA,"No, no home telephone",4,Employed full-time,Never been married,No,Male,19,18-24,Two year associate degree from a college or university,Some coll/Assoc degree,No,White,White~Hisp,"$150,000 or over",Are you NOT registered to vote at your current address,Independent,Democratic,11.19047619
622,201298,Cell,62417,English,California,West,3,Urban,Mitt Romney,0,Justin Trudeau,0,a Senator,0,Sean Spicer,0,Arsenic,0,The Lincoln Group,0,Germany,0,Mosquitoes,1,Paul Ryan,1,7%,0,2,NA,NA,"No, no home telephone",5,Employed full-time,Never been married,No,Male,32,25-34,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Coll+,No,White,White~Hisp,"$100,000 to under $150,000",Are you NOT registered to vote at your current address,Independent,Democratic,8.476190476
623,201302,Cell,62217,English,California,West,3,Urban,Rex Tillerson,1,Theresa May,0,the head of the EPA,0,Robert Mueller,1,Lead,1,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,[VOL. DO NOT READ] Refused,0,7,NA,NA,"No, no home telephone",2,Employed full-time,Married,No,Male,64,55-64,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Coll+,Yes,Other (SPECIFY),Hispanic,"$150,000 or over",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Democrat,NA,4.142857143
624,201337,Cell,62217,English,Nevada,West,2,Urban,Rex Tillerson,1,Emmanuel Macron,1,a Supreme Court justice,1,Robert Mueller,1,Lead,1,[VOL. DO NOT READ] Don't know,0,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,4%,1,9,NA,NA,"Yes, has a home telephone",2,Not employed,Married,Yes,Male,70,65+,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Coll+,No,White,White~Hisp,"$100,000 to under $150,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Republican,NA,1.619047619
625,201341,Cell,62217,English,California,West,4,Urban,John Kerry,0,Malcolm Turnbull,0,a Supreme Court justice,1,Sean Spicer,0,Lead,1,The Lincoln Group,0,Germany,0,Mosquitoes,1,Paul Ryan,1,12%,0,4,NA,NA,"No, no home telephone",3,Not employed,Never been married,No,Male,21,18-24,High school graduate (Grade 12 with diploma or GED certificate),HS Grad or less,Yes,Black or African-American,Hispanic,"$40,000 to under $50,000",Are you NOT registered to vote at your current address,Democrat,NA,8.476190476
626,201366,Cell,62217,English,California,West,2,Suburban,Mitt Romney,0,Emmanuel Macron,1,a Senator,0,Sean Spicer,0,Lead,1,The Lincoln Group,0,Hungary,0,Mosquitoes,1,Paul Ryan,1,12%,0,4,NA,NA,"No, no home telephone",5,Employed part-time,Never been married,No,Female,26,25-34,High school graduate (Grade 12 with diploma or GED certificate),HS Grad or less,No,White,White~Hisp,"$20,000 to under $30,000",Are you NOT registered to vote at your current address,Independent,Republican,10.71428571
627,201370,Cell,62317,English,Oregon,West,2,Suburban,[VOL. DO NOT READ] Don't know,0,Emmanuel Macron,1,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,Asbestos,0,[VOL. DO NOT READ] Don't know,0,Greece,0,Mosquitoes,1,[VOL. DO NOT READ] Don't know,0,12%,0,2,NA,NA,"No, no home telephone",4,Employed full-time,Never been married,No,Male,21,18-24,Two year associate degree from a college or university,Some coll/Assoc degree,No,White,White~Hisp,"$100,000 to under $150,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Independent,Other/Don't know/Refused (VOL.),10.23809524
628,201382,Cell,62217,English,Washington,West,4,Suburban,Rex Tillerson,1,Emmanuel Macron,1,a Supreme Court justice,1,Robert Mueller,1,Lead,1,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,7%,0,9,NA,NA,"No, no home telephone",2,Employed full-time,Married,Yes,Male,42,35-44,"Some college, no degree (includes some community college)",Some coll/Assoc degree,No,White,White~Hisp,"$150,000 or over",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Democrat,NA,11.19047619
629,201388,Cell,62317,Spanish,California,West,Lowest,Urban,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,Lead,1,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,4%,1,2,NA,NA,"No, no home telephone",3,Employed full-time,Separated,No,Male,51,45-54,Less than high school (Grades 1-8 or no formal schooling),HS Grad or less,Yes,Black or African-American,Hispanic,"Less than $10,000",Are you NOT registered to vote at your current address,Independent,Democratic,4.095238095
630,201391,Cell,62517,English,California,West,Highest,Suburban,Mitt Romney,0,Justin Trudeau,0,the Solicitor General,0,Robert Mueller,1,Lead,1,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,12%,0,6,NA,NA,"No, no home telephone",1,Not employed,Divorced,Yes,Female,46,45-54,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Coll+,No,White,White~Hisp,"Less than $10,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Independent,Republican,8.047619048
